,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
33,3/03/2021,19:00,Ligue 1,Matchweek 28,Wed,Away,L,0,1,Lyon,0,12,1,8.3,0,0,20.1,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Match Report,3/03/2021,19:00,Ligue 1,Matchweek 28,Wed,Home,W,1,0,Lyon,1,15,7,46.7,0.07,0.14,17,0,0,0,2.2,2.2,0.15,-1.2,-1.2,Match Report,7,6,85.7,0,2.1,1.1,0,0,0,6,16,37.5,10,41.7,35.3,17,1,5.9,0,4,1,1,100,1,0,0,0,0,0,7,14,50,6,44,33.7,22,0,0,1,27,8353,3062,0,0.6,0.6,9,30,5,4,29,7347,2911,1,2.1,0.8,12,37,15,3,63,544,45,0,2,26,17,4,1,3,0,1,9,469,56,0,3,19,25,6,1,2,0,4,15,23,19,2,0,1,1,0,26,21,2,0,1,1,2,15,10,7,7,1,39.1,14,12,11,26,20,1,13,8,4,7,2,33.3,16,6,11,24,22,0,53,717,77,15,16,66.7,8,33.3,388,19,4,19,5,482,29,47,642,55,31,14,60.9,9,39.1,330,12,6,11,6,413,63,3,0,0,15,0,0,0,59,16,51.6,1,0,0,12,0,0,0,63,15,48.4,0.6,2.2,53,,Hamari Traoré,4/03/2003,Ruddy Buquet,Match Report,,Rennes,2020-2021,
34,10/03/2021,19:00,Ligue 1,Matchweek 22,Wed,Away,L,0,1,Marseille,0,10,2,20,0,0,24.3,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Match Report,10/03/2021,19:00,Ligue 1,Matchweek 22,Wed,Home,W,1,0,Marseille,1,9,2,22.2,0.11,0.5,12.9,0,0,0,0.6,0.6,0.07,0.4,0.4,Match Report,2,1,50,0,0.2,-0.8,0,0,0,8,14,57.1,5,52.4,39.3,15,1,6.7,0,6,2,2,100,1,0.2,0.2,0,0,0,5,13,38.5,9,33.3,29.7,7,0,0,0,19,6832,2411,0,0.5,0.5,7,28,5,0,37,7347,2773,1,0.6,1.1,9,28,11,4,29,449,49,0,6,10,23,4,2,2,0,0,10,461,53,1,10,17,22,3,0,2,0,1,11,16,12,1,1,1,0,0,18,17,0,0,0,0,2,19,6,10,7,2,66.7,3,11,10,29,15,0,21,9,8,13,0,42.9,8,9,4,25,12,0,49,612,44,15,8,57.1,6,42.9,402,19,4,20,15,397,37,51,635,66,13,3,33.3,6,66.7,374,16,1,20,13,415,29,3,0,0,19,0,0,0,55,13,56.5,2,0,0,15,0,0,0,49,10,43.5,0.6,0.6,49,,Steven Nzonzi,4-2-3-1,Jérémie Pignard,Match Report,,Rennes,2020-2021,
35,14/03/2021,15:00,Ligue 1,Matchweek 29,Sun,Home,W,1,0,Strasbourg,1,11,2,18.2,0.09,0.5,15.9,0,0,0,1,1,0.09,0,0,Match Report,14/03/2021,15:00,Ligue 1,Matchweek 29,Sun,Away,L,0,1,Strasbourg,0,6,1,16.7,0,0,17.8,1,0,0,0.6,0.6,0.11,-0.6,-0.6,Match Report,1,1,100,1,0.2,0.2,0,0,0,3,9,33.3,2,30,31.6,15,1,6.7,0,3,2,1,50,0,0.8,-0.2,0,0,0,11,27,40.7,2,55.9,41.1,9,0,0,0,14,7069,2675,1,0.9,1.3,9,30,6,0,56,7866,3102,0,0.6,0.8,4,25,1,0,25,466,47,0,3,13,22,6,3,3,0,3,6,462,52,0,7,19,20,3,0,3,0,1,11,21,12,5,1,2,1,2,10,5,2,0,2,0,0,14,12,5,7,2,50,5,10,15,29,20,0,13,8,9,3,1,41.2,10,4,14,27,11,1,50,631,46,26,10,58.8,7,41.2,236,21,6,20,6,410,56,50,613,63,14,5,50,5,50,322,9,2,18,9,388,24,0,0,0,13,0,0,0,44,31,56.4,2,0,0,13,0,0,0,49,24,43.6,1,0.6,50,,Damien Da Silva,4-2-3-1,Bastien Dechepy,Match Report,,Rennes,2020-2021,
36,20/03/2021,13:00,Ligue 1,Matchweek 30,Sat,Away,W,3,1,Metz,3,8,4,50,0.25,0.5,24,0,1,1,2,1.2,0.15,1,0.8,Match Report,20/03/2021,13:00,Ligue 1,Matchweek 30,Sat,Home,L,1,3,Metz,1,14,2,14.3,0.07,0.5,20,0,0,0,0.7,0.7,0.05,0.3,0.3,Match Report,2,1,50,0,0.5,-0.5,0,0,0,8,24,33.3,10,37.5,32,19,1,5.3,1,12.3,5,2,60,0,3.1,0.1,1,0,0,1,7,14.3,3,20,25.8,5,0,0,2,37.5,6725,2723,1,0.5,0.5,4,24,1,0,28,7655,2414,1,0.7,0.8,12,37,11,2,56,464,47,3,1,7,19,3,1,2,0,2,4,503,48,3,5,27,19,4,0,1,0,3,7,9,6,0,2,1,0,4,26,22,1,0,0,1,2,14,7,5,6,3,53.8,6,5,10,24,23,0,11,8,6,3,2,28.6,10,3,18,29,20,1,48,606,81,11,10,71.4,4,28.6,331,13,4,13,7,385,28,52,674,31,18,6,46.2,7,53.8,424,21,3,24,7,436,56,2,1,0,12,1,0,0,54,22,61.1,0,0,0,11,0,1,0,64,14,38.9,2,0.7,48,,Damien Da Silva,4/03/2003,Willy Delajod,Match Report,,Rennes,2020-2021,
37,4/04/2021,15:00,Ligue 1,Matchweek 31,Sun,Away,D,2,2,Reims,2,18,7,38.9,0.06,0.14,20.3,1,1,1,2.3,1.5,0.09,-0.3,-0.5,Match Report,4/04/2021,15:00,Ligue 1,Matchweek 31,Sun,Home,D,2,2,Reims,2,9,4,44.4,0.22,0.5,21,1,0,0,1,1,0.12,1,1,Match Report,4,2,50,0,1.5,-0.5,0,0,0,7,9,77.8,3,26.1,24.5,3,0,0,5,28.5,8,6,87.5,0,2.4,0.4,1,0,0,4,14,28.6,4,24.4,30,18,0,0,0,15,8309,3111,1,1,1.2,12,38,11,1,51,6022,1852,0,0.2,0.2,4,18,3,0,24,516,43,1,1,21,21,6,4,2,0,1,4,372,38,0,7,9,14,1,1,0,0,1,8,34,25,3,0,2,0,4,11,9,0,0,1,0,1,10,6,3,5,2,28.6,10,8,10,20,6,3,8,5,3,4,1,36.4,7,4,10,18,18,0,58,644,39,29,7,63.6,4,36.4,422,25,7,13,4,481,51,42,495,78,13,10,71.4,4,28.6,326,23,6,7,6,334,24,3,0,0,11,1,0,0,43,13,52,3,1,0,7,0,1,0,42,12,48,2.3,1,58,,Damien Da Silva,4/04/2002,Karim Abed,Match Report,,Rennes,2020-2021,
38,11/04/2021,13:00,Ligue 1,Matchweek 32,Sun,Home,W,1,0,Nantes,1,14,4,28.6,0.07,0.25,19.6,0,0,0,0.6,0.6,0.04,0.4,0.4,Match Report,11/04/2021,13:00,Ligue 1,Matchweek 32,Sun,Away,L,0,1,Nantes,0,4,2,50,0,0,20.3,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Match Report,2,2,100,1,0.1,0.1,0,0,0,3,16,18.8,3,33.3,28.5,10,0,0,3,22.2,4,3,75,0,0.4,-0.6,0,0,0,10,17,58.8,2,72.2,46.7,10,0,0,0,3,9028,2876,1,0.5,1.2,10,33,9,2,39,5418,2253,0,0.2,0.4,3,27,4,0,30,627,53,0,4,12,26,3,2,1,0,2,12,344,43,1,5,14,17,3,1,2,0,0,7,24,18,2,0,1,1,2,7,5,1,0,1,0,0,23,12,6,13,4,54.8,14,5,12,35,17,0,17,10,10,7,0,46.2,7,12,15,32,26,0,64,788,52,29,7,53.8,6,46.2,456,8,3,10,11,559,38,36,513,41,13,14,45.2,17,54.8,257,15,4,16,6,284,30,6,0,0,16,0,0,0,61,14,31.8,2,0,0,15,0,0,0,62,30,68.2,0.6,0.3,64,,Damien Da Silva,4/04/2002,Amaury Delerue,Match Report,,Rennes,2020-2021,
39,17/04/2021,12:45,Ligue 1,Matchweek 33,Sat,Away,W,3,0,Angers,3,9,3,33.3,0.33,1,19.1,0,0,0,1.3,1.3,0.14,1.7,1.7,Match Report,17/04/2021,12:45,Ligue 1,Matchweek 33,Sat,Home,L,0,3,Angers,0,10,3,30,0,0,21.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Match Report,3,3,100,1,0.3,0.3,0,0,0,7,11,63.6,4,29.6,28.7,11,0,0,1,12,3,0,0,0,2.4,-0.6,0,0,0,5,12,41.7,3,35,33.5,5,0,0,1,14.6,10376,3532,3,1.2,1.2,7,49,7,0,66,7004,2414,0,0.3,0.4,8,22,5,2,33,678,39,0,6,8,15,3,1,0,0,3,5,463,39,0,2,13,15,2,0,1,0,3,6,18,16,0,1,1,0,6,18,14,2,1,0,0,0,14,7,4,6,4,40,6,5,6,20,15,0,11,6,6,4,1,28.6,15,4,12,23,17,0,59,797,43,27,15,71.4,6,28.6,546,28,12,8,5,623,66,41,586,53,10,6,60,4,40,451,14,1,15,10,415,33,0,0,0,10,0,0,0,53,11,73.3,2,0,0,11,0,0,0,52,4,26.7,1.3,0.6,59,,Damien Da Silva,4/03/2003,Thomas Léonard,Match Report,,Rennes,2020-2021,
40,25/04/2021,15:00,Ligue 1,Matchweek 34,Sun,Home,W,5,1,Dijon,5,25,11,44,0.2,0.45,16.7,0,0,0,3,3,0.12,2,2,Match Report,25/04/2021,15:00,Ligue 1,Matchweek 34,Sun,Away,L,1,5,Dijon,1,3,0,0,0,,24.8,0,1,1,1.2,0.4,0.12,-0.2,-0.4,Match Report,1,0,100,0,1,0,1,0,0,0,0,,4,0,20.8,6,0,0,4,26.7,11,6,54.5,0,3.2,-1.8,0,0,0,8,16,50,5,45,42.1,6,0,0,9,22,12295,3758,4,2.7,4,23,48,11,0,60,3943,1909,0,0.3,0.2,2,13,2,0,11,769,37,4,4,12,16,8,0,3,0,3,5,244,44,0,3,7,13,2,1,1,0,1,1,46,40,2,0,1,0,8,6,5,0,0,1,0,2,15,9,3,8,4,57.1,3,1,6,21,6,0,15,4,9,5,1,36.8,12,4,8,23,12,1,74,896,39,44,12,63.2,7,36.8,547,30,11,14,8,734,60,26,388,46,9,3,42.9,4,57.1,232,5,4,20,11,219,11,6,0,0,13,0,1,0,60,8,50,3,0,0,8,1,0,0,47,8,50,3,1.2,74,,Hamari Traoré,4/03/2003,Jeremy Stinat,Match Report,,Rennes,2020-2021,
41,2/05/2021,13:00,Ligue 1,Matchweek 35,Sun,Away,L,0,1,Bordeaux,0,9,2,22.2,0,0,19,2,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,2/05/2021,13:00,Ligue 1,Matchweek 35,Sun,Home,W,1,0,Bordeaux,1,9,3,33.3,0.11,0.33,16.9,1,0,0,0.8,0.8,0.09,0.2,0.2,Match Report,3,2,66.7,0,0.8,-0.2,0,0,0,0,3,0,3,9.5,23.9,7,0,0,1,26,2,2,100,1,0.1,0.1,0,0,0,6,20,30,1,44,35.4,16,0,0,0,3,7709,2343,0,0.3,0.5,5,36,2,0,41,6310,2226,1,0.7,0.4,6,12,2,1,25,476,48,0,3,22,24,5,2,3,0,1,9,384,51,0,6,9,24,3,1,0,0,1,8,15,7,1,5,2,0,0,15,6,3,1,3,0,1,23,13,12,9,2,60,6,8,9,32,9,0,14,12,10,4,0,25.7,26,9,14,28,20,0,55,629,44,19,26,74.3,9,25.7,386,20,7,18,5,420,40,45,553,68,13,6,40,9,60,326,10,2,15,14,346,25,1,1,0,14,0,0,0,48,21,58.3,4,0,0,14,0,0,0,48,15,41.7,0.6,0.8,55,,Damien Da Silva,4/03/2003,Antony Gautier,Match Report,,Rennes,2020-2021,
42,9/05/2021,21:00,Ligue 1,Matchweek 36,Sun,Home,D,1,1,Paris S-G,1,19,10,52.6,0.05,0.1,18.9,1,0,0,1,1,0.05,0,0,Match Report,9/05/2021,21:00,Ligue 1,Matchweek 36,Sun,Away,D,1,1,Paris S-G,1,11,3,27.3,0,0,16,0,1,1,1.6,0.8,0.07,-0.6,-0.8,Match Report,4,3,100,0,1.5,0.5,1,0,0,7,16,43.8,5,34.5,32.6,14,1,7.1,0,4,10,9,90,0,2.2,1.2,0,0,0,3,5,60,9,18.5,25.8,10,0,0,0,,6743,2750,1,0.8,0.6,14,32,6,0,34,8479,2755,0,0.5,1.2,8,44,10,1,56,402,49,1,6,13,18,9,2,5,0,4,7,566,42,0,6,19,15,3,1,1,0,2,5,34,23,4,1,1,0,2,21,17,1,2,1,0,2,14,7,6,6,2,31.6,13,5,10,24,16,0,14,7,6,5,3,20.8,19,6,13,27,20,1,43,557,74,24,19,79.2,5,20.8,282,21,7,13,9,365,34,57,713,74,31,13,68.4,6,31.6,502,27,6,14,8,532,56,4,0,0,12,0,1,0,53,11,45.8,1,1,0,11,1,0,0,48,13,54.2,1,1.6,43,,Damien Da Silva,4/04/2002,Ruddy Buquet,Match Report,,Rennes,2020-2021,
43,16/05/2021,21:00,Ligue 1,Matchweek 37,Sun,Away,L,1,2,Monaco,0,9,2,22.2,0,0,20.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,16/05/2021,21:00,Ligue 1,Matchweek 37,Sun,Home,W,2,1,Monaco,2,11,3,27.3,0.18,0.67,17.4,0,0,0,1.4,1.4,0.13,0.6,0.6,Match Report,3,1,33.3,0,1.2,-0.8,0,0,0,7,16,43.8,6,35.1,34.2,8,0,0,1,32,2,2,50,0,0.4,0.4,0,0,0,12,27,44.4,1,57.6,41.3,14,0,0,0,5.3,9246,3047,0,0.2,0.7,4,30,12,3,51,5468,2213,2,1.3,1,9,18,5,0,24,558,58,0,8,17,32,4,3,1,0,0,9,347,56,2,0,10,27,4,3,1,0,2,4,13,12,0,0,0,0,0,20,11,3,2,2,0,4,12,5,6,4,2,45.5,6,5,5,17,14,0,23,10,8,14,1,38.1,13,6,14,37,22,0,60,724,65,26,13,61.9,8,38.1,449,15,5,23,15,481,50,40,536,70,19,6,54.5,5,45.5,291,14,5,21,7,280,24,2,1,0,14,0,0,0,60,28,57.1,2,0,0,12,0,0,1,57,21,42.9,0.4,1.4,60,,Damien Da Silva,4/03/2003,Benoît Bastien,Match Report,,Rennes,2020-2021,
44,23/05/2021,21:00,Ligue 1,Matchweek 38,Sun,Home,W,2,0,Nîmes,2,12,6,50,0.17,0.33,19.8,2,0,0,1.2,1.2,0.1,0.8,0.8,Match Report,23/05/2021,21:00,Ligue 1,Matchweek 38,Sun,Away,L,0,2,Nîmes,0,9,2,22.2,0,0,24.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Match Report,2,2,100,1,0.3,0.3,0,0,0,2,3,66.7,4,12.5,23.3,6,0,0,0,14.5,6,4,66.7,0,1.5,-0.5,0,0,0,4,7,57.1,8,11.1,25,19,0,0,0,3,13836,3910,1,1.1,1.6,8,77,12,2,66,6154,2128,0,0.3,0.2,6,15,1,0,23,838,39,1,4,25,16,4,1,1,0,0,7,378,35,1,2,7,12,3,1,2,0,2,10,22,19,1,0,2,0,2,16,13,1,0,1,1,0,15,7,4,10,1,47.4,10,9,10,25,9,0,14,8,9,5,0,45.5,6,5,14,28,18,0,68,962,40,25,6,54.5,5,45.5,589,12,2,16,9,796,65,32,514,92,6,10,52.6,9,47.4,323,14,3,15,6,342,23,1,0,0,11,0,0,0,44,7,63.6,0,0,0,10,0,0,0,39,4,36.4,1.2,0.6,68,,Hamari Traoré,4/04/2002,Willy Delajod,Match Report,,Rennes,2020-2021,
0,11/08/2020,19:00,Premier League,Matchweek 1,Tue,Away,W,2,0,Rotor Volgograd,2,16,4,25,0.13,0.5,,,0,0,,,,,,Match Report,11/08/2020,19:00,Premier League,Matchweek 1,Tue,Home,L,0,2,Rotor Volgograd,0,10,5,50,0,0,,,0,0,,,,,,Match Report,5,5,100,1,,,0,0,0,,,,,,,,,,,,5,3,60,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,32,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,11,0,,,,4,,,,,,,9,0,,,63,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,1,0,0,6,,,0,,,,1,0,0,7,,,0,,,,,,63,,Artem Dzyuba,4-4-2◆,Aleksey Matyunin,Match Report,,Zenit,2020-2021,
1,15/08/2020,20:00,Premier League,Matchweek 2,Sat,Away,W,2,0,Rostov,2,14,6,42.9,0.14,0.33,,,0,1,,,,,,Match Report,15/08/2020,20:00,Premier League,Matchweek 2,Sat,Home,L,0,2,Rostov,0,19,4,21.1,0,0,,,0,0,,,,,,Match Report,4,4,100,1,,,0,0,0,,,,,,,,,,,,4,3,50,0,,,0,1,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,9,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,5,0,,,,4,,,,,,,14,0,,,57,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,5,1,1,13,,,0,,,,2,0,0,13,,,0,,,,,,57,,Magomed Ozdoyev,4/04/2002,Pavel Kukuyan,Match Report,,Zenit,2020-2021,
2,19/08/2020,20:00,Premier League,Matchweek 3,Wed,Home,W,2,1,CSKA Moscow,2,16,7,43.8,0.13,0.29,,,0,0,,,,,,Match Report,19/08/2020,20:00,Premier League,Matchweek 3,Wed,Away,L,1,2,CSKA Moscow,1,13,4,30.8,0.08,0.25,,,0,0,,,,,,Match Report,4,3,75,0,,,0,0,0,,,,,,,,,,,,7,5,71.4,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,28,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,8,0,,,,6,,,,,,,22,0,,,62,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,1,0,0,9,,,0,,,,4,0,0,16,,,0,,,,,,62,,Artem Dzyuba,4-3-1-2,Vitaly Meshkov,Match Report,,Zenit,2020-2021,
3,22/08/2020,18:00,Premier League,Matchweek 4,Sat,Home,W,4,1,Tambov,4,25,10,40,0.16,0.4,,,0,0,,,,,,Match Report,22/08/2020,18:00,Premier League,Matchweek 4,Sat,Away,L,1,4,Tambov,1,6,4,66.7,0.17,0.25,,,0,0,,,,,,Match Report,4,3,75,0,,,0,0,0,,,,,,,,,,,,10,6,60,0,,,0,0,0,,,,,,,,,,,,,,4,,,,,,,,,,1,,,,,,,,,,,,33,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,9,0,,,,7,,,,,,,20,0,,,65,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,1,0,0,12,,,0,,,,2,0,0,12,,,0,,,,,,65,20728,Artem Dzyuba,4/04/2002,Igor Panin,Match Report,,Zenit,2020-2021,
4,26/08/2020,20:45,Premier League,Matchweek 5,Wed,Away,L,0,1,Dynamo Mosc,0,18,4,22.2,0,0,,,0,0,,,,,,Match Report,26/08/2020,20:45,Premier League,Matchweek 5,Wed,Home,W,1,0,Dynamo Mosc,1,6,2,33.3,0.17,0.5,,,0,0,,,,,,Match Report,2,1,50,0,,,0,0,0,,,,,,,,,,,,4,4,100,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,33,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,1,0,,,,11,,,,,,,17,0,,,64,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,4,1,1,11,,,0,,,,7,1,0,15,,,0,,,,,,64,5885,Artem Dzyuba,4/04/2002,Stanislav Vasilyev,Match Report,,Zenit,2020-2021,
5,30/08/2020,16:00,Premier League,Matchweek 6,Sun,Away,D,0,0,Loko Moscow,0,9,0,0,0,,,,0,0,,,,,,Match Report,30/08/2020,16:00,Premier League,Matchweek 6,Sun,Home,D,0,0,Loko Moscow,0,7,1,14.3,0,0,,,0,0,,,,,,Match Report,1,1,100,1,,,0,0,0,,,,,,,,,,,,0,0,,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,35,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,9,0,,,,6,,,,,,,9,0,,,56,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,0,0,0,4,,,0,,,,3,0,0,12,,,0,,,,,,56,7739,Artem Dzyuba,4-2-2-2,Vladimir Moskalev,Match Report,,Zenit,2020-2021,
6,14/09/2020,18:30,Premier League,Matchweek 7,Mon,Home,W,3,1,Arsenal Tula,3,22,5,22.7,0.14,0.6,,,0,0,,,,,,Match Report,14/09/2020,18:30,Premier League,Matchweek 7,Mon,Away,L,1,3,Arsenal Tula,1,14,4,28.6,0.07,0.25,,,0,0,,,,,,Match Report,4,3,75,0,,,0,0,0,,,,,,,,,,,,5,2,40,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,22,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,7,0,,,,8,,,,,,,19,0,,,53,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,1,0,0,13,,,0,,,,3,0,0,15,,,0,,,,,,53,21559,Artem Dzyuba,4/04/2002,Pavel Kukuyan,Match Report,,Zenit,2020-2021,
7,19/09/2020,18:30,Premier League,Matchweek 8,Sat,Away,D,1,1,Ural,1,19,6,31.6,0.05,0.17,,,0,0,,,,,,Match Report,19/09/2020,18:30,Premier League,Matchweek 8,Sat,Home,D,1,1,Ural,1,8,2,25,0.13,0.5,,,0,0,,,,,,Match Report,2,1,50,0,,,0,0,0,,,,,,,,,,,,6,5,83.3,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,24,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,11,0,,,,13,,,,,,,19,0,,,50,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,1,0,0,6,,,0,,,,2,0,0,8,,,0,,,,,,50,13488,Artem Dzyuba,4/04/2002,Sergey Karasev,Match Report,,Zenit,2020-2021,
8,26/09/2020,16:30,Premier League,Matchweek 9,Sat,Home,W,6,0,Ufa,6,23,8,34.8,0.22,0.63,,,1,1,,,,,,Match Report,26/09/2020,16:30,Premier League,Matchweek 9,Sat,Away,L,0,6,Ufa,0,6,4,66.7,0,0,,,0,0,,,,,,Match Report,4,4,100,1,,,0,0,0,,,,,,,,,,,,7,2,28.6,0,,,1,0,0,,,,,,,,,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,18,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,8,0,,,,8,,,,,,,19,0,,,61,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,1,0,0,4,,,0,,,,1,0,0,7,,,0,,,,,,61,22697,Artem Dzyuba,4/04/2002,Aleksey Sukhoy,Match Report,,Zenit,2020-2021,
9,3/10/2020,19:00,Premier League,Matchweek 10,Sat,Away,D,1,1,Spartak Moscow,1,22,11,50,0.05,0.09,,,0,0,,,,,,Match Report,3/10/2020,19:00,Premier League,Matchweek 10,Sat,Home,D,1,1,Spartak Moscow,1,13,4,30.8,0.08,0.25,,,0,0,,,,,,Match Report,4,3,75,0,,,0,0,0,,,,,,,,,,,,11,10,90.9,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,23,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,12,0,,,,4,,,,,,,14,0,,,43,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,3,0,0,14,,,0,,,,2,0,0,14,,,0,,,,,,43,17150,Artem Dzyuba,4/03/2003,Pavel Kukuyan,Match Report,,Zenit,2020-2021,
10,17/10/2020,14:00,Premier League,Matchweek 11,Sat,Home,W,3,1,Sochi,3,10,6,60,0.3,0.5,,,0,0,,,,,,Match Report,17/10/2020,14:00,Premier League,Matchweek 11,Sat,Away,L,1,3,Sochi,1,10,3,30,0.1,0.33,,,0,0,,,,,,Match Report,3,2,66.7,0,,,0,0,0,,,,,,,,,,,,6,3,50,0,,,0,0,0,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,15,0,,,,9,,,,,,,14,0,,,55,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,1,0,0,5,,,0,,,,3,0,0,11,,,0,,,,,,55,21231,Mikhail Kerzhakov,4/04/2002,Sergey Ivanov,Match Report,,Zenit,2020-2021,
11,20/10/2020,19:55,Champions Lg,Group stage,Tue,Home,L,1,2,be Club Brugge,0,14,3,21.4,0,0,17.6,0,0,0,2.2,2.2,0.15,-2.2,-2.2,Match Report,20/10/2020,19:55,Champions Lg,Group stage,Tue,Away,W,2,1,be Club Brugge,2,13,3,23.1,0.15,0.67,17.5,0,0,0,2,2,0.24,0,0,Match Report,3,1,33.3,0,1.9,-0.1,0,0,0,5,13,38.5,6,34.5,29.1,13,0,0,0,14.5,3,3,66.7,0,0.9,0.9,0,0,0,9,25,36,2,70.8,45.8,17,0,0,0,10,6743,2945,0,1.9,1.2,10,27,7,3,36,6086,2630,1,1.6,1.4,9,31,8,1,39,482,55,1,3,23,26,8,2,5,0,0,8,440,54,0,6,17,22,4,3,0,0,3,10,24,21,3,0,0,0,0,23,19,1,0,0,0,3,13,6,8,4,1,7.1,13,8,14,27,17,0,14,9,7,5,2,25,6,4,14,28,28,0,52,646,69,25,6,75,2,25,329,15,4,17,12,399,36,48,608,72,18,13,92.9,1,7.1,363,20,4,17,12,350,38,1,0,0,15,0,0,0,64,32,50.8,4,0,0,9,0,0,1,61,31,49.2,2.2,2,52,16682,Artem Dzyuba,4/04/2002,Benoît Bastien,Match Report,,Zenit,2020-2021,
